id,text,image_path,true_label,generated_text
2auudp,a sun bear sitting down x,2auudp.jpg,1,Yes. a sun bear sitting down
9j3a9w,not sure how i feel about this,9j3a9w.jpg,1,Yes. i feel like i'm not sure how i feel about this
39mh2p,fine sushi,39mh2p.jpg,0,Yes. a fine sushi is a sushi roll that is sliced into thin slices and served with a sauce
bl11vl,this car has a door bolt,bl11vl.jpg,1,Yes. this car has a door bolt
143c94,the shadow,143c94.jpg,1,Yes. the shadows seem to match the image
61uy4u,el chapo escapes altiplano prison th,61uy4u.jpg,0,Yes. el chapo escapes altiplano prison
chli5s,this lighting desk has oops and please keys,chli5s.jpg,1,Yes. a computer keyboard has a 's' and 's'
cpy9p6,bunny rock,cpy9p6.jpg,0,Yes. a rock is a rock that is formed by the action of a rock
15dcu6,excited ashtray,15dcu6.jpg,0,Yes. a symphony of a symphony of a symphony of a symphony of a symphony of a symphony of a symphony of a symphony of a symphony of a symphony of a symphony of
auk0vy,this image of spike lee and sam jackson at the oscars,auk0vy.jpg,1,Yes. sam jackson and sam lee at the oscars
c2o619,this is what it looks like behind the dome screen of an omnimax museum theatre,c2o619.jpg,1,Yes. 'this is what it looks like behind the dome of an omnimax museum theatre'
baydyy,report reveals jesus christ have benefited from fathers influential position to gain highpowered role as lord and savior,baydyy.jpg,0,No. christianity christianity is the belief that the christian faith is a religion that is based on the teachings of the bible and the teachings of the church of jesus christi
20uup4,barack obama dancing with ellen degeneres,20uup4.jpg,1,Yes. a dance with ellen degeneres
cftdth3,quit horsing around,cftdth3.jpg,0,Yes. a horse is a horse
63r5xj,comfort cases former foster child helps other kids in foster care,63r5xj.jpg,1,No. a former foster child helps other foster children
ckbnyyo,other discussions,ckbnyyo.jpg,0,Yes. 'other discussions' seems to match the image
er6eggt,available here,er6eggt.jpg,0,Yes. 'available here' seems to match the image
c0xtrn,this leaf in the shape of an upvotedownvote,c0xtrn.jpg,1,No. a leaf in the shape of an upvoted
49h4rm,a tattoo artist is covering up the scars of people who have overcome self harm for free,49h4rm.jpg,1,Yes. a tattoo artist is covering up the scars of people who have overcome self harm
7isuvk,this little guy stuck in the snow,7isuvk.jpg,0,Yes. a little guy stuck in the snow
cf5c7r5,a wedding to bark about,cf5c7r5.jpg,0,Yes. a wedding to bark about
cmeidmd,looter land,cmeidmd.jpg,0,Yes. a sandbox
75yogr,your cable company would hate us if it knew we told you about this device on amazon,75yogr.jpg,0,No. if you want to be able to see the image of the person you are looking at
cainsb0,theres only one girl in this picture for me,cainsb0.jpg,0,Yes. a girl in this picture for me
9r3pbe,the difference the light makes on these tiles,9r3pbe.jpg,1,Yes. the difference between the light and the light
5hn94m,a fish in the new england aquarium,5hn94m.jpg,1,Yes. a fish in the new england aquarium
4vblj5,he cant do it alone proempire long long ago date unknown,4vblj5.jpg,0,No. he cant do it alone
60o1d9,the flying tigers of the free world strike again korean warera leaflet,60o1d9.jpg,0,Yes. the text: 'the flying tigers of the free world strike again korean war'
